href	language_num	sex	birth_place	native_language	other_languages	age_sex	age_of_english_onset	english_learning_method	english_residence	length_of_english_residence	age	category
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2469	mandarin92	female	['jiangsu,', 'china']	"mandarin
(cmn)"	['none']	['23,', 'female', '']	10.0	academic	['']	0.0	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2474	mandarin93	female	['shanxi,', 'china']	"mandarin
(cmn)"	['french', '']	['22,', 'female', '']	6.0	academic	['usa']	0.3	22.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2477	mandarin94	male	['mongolia,', 'china']	"mandarin
(cmn)"	['none']	['23,', 'male', '']	8.0	academic	['usa']	0.3	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2483	mandarin95	female	['hubei,', 'china']	"mandarin
(cmn)"	['arabic', '']	['29,', 'female', '']	11.0	academic	['usa']	2.0	29.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2494	mandarin96	female	['shandong,', 'china']	"mandarin
(cmn)"	['none']	['27,', 'female', '']	9.0	academic	['usa']	5.4	27.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2523	mandarin97	female	['jiangxi,', 'china']	"mandarin
(cmn)"	['none']	['28,', 'female', '']	11.0	academic	['hong', 'kong']	1.5	28.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2524	mandarin98	female	['jiangxi,', 'china']	"mandarin
(cmn)"	['none']	['25,', 'female', '']	11.0	academic	['australia']	1.5	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2529	mandarin99	female	['jiangxi,', 'china']	"mandarin
(cmn)"	['none']	['26,', 'female', '']	9.0	academic	['uk']	1.0	26.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2530	mandarin100	female	['hubei,', 'china']	"mandarin
(cmn)"	['none']	['25,', 'female', '']	13.0	academic	['']	0.0	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2531	mandarin101	female	['jiangxi,', 'china']	"mandarin
(cmn)"	['japanese', '']	['23,', 'female', '']	10.0	academic	['']	0.0	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2532	mandarin102	female	['hubei,', 'china']	"mandarin
(cmn)"	['japanese', '']	['27,', 'female', '']	10.0	academic	['']	0.0	27.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2538	mandarin103	female	['sichuan,', 'china']	"mandarin
(cmn)"	['french', '']	['27,', 'female', '']	12.0	academic	['usa']	1.0	27.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2539	mandarin104	female	['beijing,', 'china']	"mandarin
(cmn)"	['none']	['29,', 'female', '']	7.0	academic	['usa']	2.0	29.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2540	mandarin105	female	['mongolia,', 'china']	"mandarin
(cmn)"	['cantonese', 'korean', '']	['26,', 'female', '']	12.0	academic	['usa']	2.0	26.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2542	mandarin106	female	['shanxi,', 'china']	"mandarin
(cmn)"	['none']	['25,', 'female', '']	2.0	academic	['usa']	5.0	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2554	mandarin107	female	['shanxi,', 'china']	"mandarin
(cmn)"	['cantonese', 'korean', 'japanese', '']	['26,', 'female', '']	8.0	academic	['australia']	1.0	26.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2557	mandarin108	female	['guangxi,', 'china']	"mandarin
(cmn)"	['cantonese', '']	['26,', 'female', '']	14.0	academic	['australia']	5.0	26.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2559	mandarin109	female	['shanxi,', 'china']	"mandarin
(cmn)"	['french', '']	['23,', 'female', '']	4.0	academic	['australia']	0.5	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2560	mandarin110	female	['liaoning,', 'china']	"mandarin
(cmn)"	['french', 'german', 'ancient', 'greek', 'latin', '']	['24,', 'female', '']	7.0	academic	['australia']	2.0	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2562	mandarin111	female	['beijing,', 'china']	"mandarin
(cmn)"	['none']	['23,', 'female', '']	6.0	academic	['australia']	0.2	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2564	mandarin112	male	['tianjin,', 'china']	"mandarin
(cnm)"	['none']	['26,', 'male', '']	6.0	academic	['usa']	0.8	26.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2566	mandarin113	male	['mongolia,', 'china']	"mandarin
(cmn)"	['none']	['29,', 'male', '']	10.0	academic	['usa']	0.8	29.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2599	mandarin114	female	['beijing,', 'china']	"mandarin
(cmn)"	['none']	['19,', 'female', '']	13.0	academic	['usa']	6.0	19.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2675	mandarin115	male	['xinjiang,', 'china']	"mandarin
(cmn)"	['latin', '']	['19,', 'male', '']	5.0	academic	['']	0.0	19.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2677	mandarin116	male	['mongolia,', 'china']	"mandarin
(cmn)"	['mongolian', 'french', '']	['24,', 'male', '']	9.0	academic	['usa']	1.0	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2678	mandarin117	male	['jilin,', 'china']	"mandarin
(cmn)"	['none']	['25,', 'male', '']	9.0	academic	['usa']	6.0	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2679	mandarin118	female	['shanxi,', 'china']	"mandarin
(cmn)"	['none']	['24,', 'female', '']	9.0	academic	['usa']	1.0	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2699	mandarin119	female	['jilin,', 'china']	"mandarin
(cmn)"	['none']	['24,', 'female', '']	7.0	academic	['usa']	1.0	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2700	mandarin120	male	['hebei,', 'china']	"mandarin
(cmn)"	['none']	['24,', 'male', '']	10.0	academic	['usa']	0.1	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2708	mandarin121	female	['anhui,', 'china']	"mandarin
(cmn)"	['none']	['30,', 'female', '']	13.0	academic	['usa']	5.0	30.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2711	mandarin122	male	['shanxi,', 'china']	"mandarin
(cmn)"	['none']	['26,', 'male', '']	6.0	academic	['usa']	1.0	26.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2714	mandarin123	male	['sichuan,', 'china']	"mandarin
(cmn)"	['none']	['21,', 'male', '']	6.0	academic	['usa']	1.0	21.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2716	mandarin124	female	['chongqing,', 'china']	"mandarin
(cmn)"	['none']	['33,', 'female', '']	13.0	academic	['usa']	3.2	33.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2719	mandarin125	female	['jilin,', 'china']	"mandarin
(cmn)"	['none']	['24,', 'female', '']	6.0	academic	['usa']	1.0	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2726	mandarin126	male	['shanxi,', 'china']	"mandarin
(cmn)"	['italian', '']	['24,', 'male', '']	8.0	academic	['usa']	2.0	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2748	mandarin127	male	['liaoning,', 'china']	"mandarin
(cmn)"	['cantonese', 'dutch', '']	['25,', 'male', '']	15.0	academic	['usa']	3.3	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2772	mandarin128	female	['zhejiang,', 'china']	"mandarin
(cmn)"	['none']	['21,', 'female', '']	7.0	academic	['usa']	2.5	21.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2773	mandarin129	female	['henan,', 'china']	"mandarin
(cmn)"	['none']	['22,', 'female', '']	12.0	academic	['usa']	0.3	22.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2798	mandarin130	female	['shandong,', 'china']	"mandarin
(cmn)"	['none']	['22,', 'female', '']	7.0	academic	['usa']	6.0	22.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2836	mandarin131	male	['guangdong,', 'china']	"mandarin
(cmn)"	['cantonese', '']	['20,', 'male', '']	6.0	academic	['usa']	0.8	20.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2837	mandarin132	female	['hubei,', 'china']	"mandarin
(cmn)"	['none']	['21,', 'female', '']	2.0	academic	['usa']	5.0	21.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2876	mandarin133	female	['beijing,', 'china']	"mandarin
(cmn)"	['none']	['26,', 'female', '']	10.0	academic	['usa']	3.0	26.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2877	mandarin134	male	['henan,', 'china']	"mandarin
(cmn)"	['none']	['27,', 'male', '']	9.0	academic	['usa']	10.0	27.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2878	mandarin135	male	['hebei,', 'china']	"mandarin
(cmn)"	['none']	['25,', 'male', '']	9.0	academic	['usa']	7.0	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2879	mandarin136	female	['liaoning,', 'china']	"mandarin
(cmn)"	['none']	['20,', 'female', '']	10.0	academic	['usa']	2.0	20.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2880	mandarin137	female	['shanxi,', 'china']	"mandarin
(cmn)"	['none']	['20,', 'female', '']	10.0	academic	['usa']	1.0	20.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2881	mandarin138	female	['chongqing,', 'china']	"mandarin
(cmn)"	['none']	['21,', 'female', '']	7.0	academic	['usa']	0.1	21.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2882	mandarin139	male	['yunnan,', 'china']	"mandarin
(cmn)"	['none']	['23,', 'male', '']	14.0	academic	['usa']	3.0	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2883	mandarin140	male	['jiangsu,', 'china']	"mandarin
(cmn)"	['none']	['22,', 'male', '']	7.0	academic	['usa']	0.2	22.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2884	mandarin141	female	['beijing,', 'china']	"mandarin
(cmn)"	['none']	['21,', 'female', '']	6.0	academic	['usa']	1.0	21.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2885	mandarin142	female	['sichuan,', 'china']	"mandarin
(cmn)"	['none']	['23,', 'female', '']	6.0	academic	['usa']	1.0	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2886	mandarin143	female	['anhui,', 'china']	"mandarin
(cmn)"	['none']	['25,', 'female', '']	10.0	academic	['usa']	0.2	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2887	mandarin144	male	['anhui,', 'china']	"mandarin
(cmn)"	['none']	['20,', 'male', '']	10.0	academic	['usa']	0.1	20.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2888	mandarin145	female	['shandong,', 'china']	"mandarin
(cmn)"	['none']	['21,', 'female', '']	4.0	academic	['usa']	1.0	21.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2890	mandarin146	female	['shanxi,', 'china']	"mandarin
(cmn)"	['none']	['24,', 'female', '']	6.0	academic	['usa']	2.0	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2891	mandarin147	female	['henan,', 'china']	"mandarin
(cmn)"	['none']	['19,', 'female', '']	9.0	academic	['usa']	0.1	19.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2892	mandarin148	female	['henan,', 'china']	"mandarin
(cmn)"	['none']	['19,', 'female', '']	6.0	academic	['usa']	0.1	19.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2893	mandarin149	female	['fujian,', 'china']	"mandarin
(cmn)"	['none']	['19,', 'female', '']	6.0	academic	['usa']	0.1	19.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2936	mandarin150	female	['shanxi,', 'china']	"mandarin
(cmn)"	['spanish', 'german', '']	['18,', 'female', '']	12.0	academic	['nigeria']	4.0	18.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2942	mandarin151	female	['jiangsu,', 'china']	"mandarin
(cmn)"	['french', '']	['31,', 'female', '']	8.0	academic	['']	0.0	31.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2963	mandarin152	male	['taoyuan,', 'taiwan']	"mandarin
(cmn)"	['taiwanese', '']	['26,', 'male', '']	18.0	academic	['']	0.0	26.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2970	mandarin153	male	['pingtung,', 'taiwan']	"mandarin
(cmn)"	['taiwanese', '']	['22,', 'male', '']	6.0	academic	['usa']	0.2	22.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2712	minnan1	male	['guangdong,', 'china']	min	['mandarin', '']	['25,', 'male', '']	6.0	academic	['usa']	2.0	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2164	naxi1	female	['yunnan,', 'china']	"naxi
(nxq)"	['tibetan', 'mandarin', '']	['24,', 'female', '']	12.0	academic	['usa']	1.0	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=363	taiwanese1	female	['tung,', 'taiwan']	"taiwanese
(nan)"	['mandarin', '']	['36,', 'female', '']	13.0	academic	['uk,usa']	1.7	36.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=364	taiwanese2	female	['taipei,', 'taiwan']	"taiwanese
(nan)"	['mandarin', '']	['24,', 'female', '']	17.0	academic	['usa']	0.25	24.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=365	taiwanese3	female	['tainan,', 'taiwan']	"taiwanese
(nan)"	['mandarin', '']	['30,', 'female', '']	13.0	academic	['usa']	0.7	30.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=366	taiwanese4	female	['kao-hsiung,', 'taiwan']	"taiwanese
(nan)"	['mandarin', '']	['45,', 'female', '']	21.0	naturalistic	['usa']	34.0	45.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=481	taiwanese5	male	['tainan,', 'taiwan']	"taiwanese
(nan)"	['mandarin', 'korean', '']	['27,', 'male', '']	15.0	naturalistic	['usa']	0.5	27.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=828	taiwanese6	female	['chung,', 'taiwan']	"taiwanese
(nan)"	['mandarin', '']	['33,', 'female', '']	13.0	academic	['usa']	2.5	33.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1864	taiwanese7	female	['taipei,', 'taiwan']	"taiwanese
(nan)"	['cantonese', '']	['65,', 'female', '']	35.0	academic	['usa']	20.0	65.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2136	taiwanese8	female	['tainan,', 'taiwan']	"taiwanese
(nan)"	['mandarin', '']	['54,', 'female', '']	13.0	academic	['usa']	29.0	54.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2347	taiwanese9	male	['chung,', 'taiwan']	"taiwanese
(nan)"	['japanese', 'mandarin', '']	['45,', 'male', '']	25.0	academic	['usa']	18.0	45.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2686	taiwanese10	male	['taipei,', 'taiwan']	"taiwanese
(nan)"	['mandarin', '']	['27,', 'male', '']	5.0	academic	['usa']	5.0	27.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2687	taiwanese11	male	['taipei,', 'taiwan']	"taiwanese
(nan)"	['mandarin', '']	['23,', 'male', '']	4.0	academic	['usa']	0.1	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=569	teochew1	female	['guangdong,', 'china']	"teochew
(nan)"	['mandarin', 'cantonese', 'malay', '']	['59,', 'female', '']	8.0	academic	['england,', 'malaysia']	13.0	59.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1646	wu1	female	['zhejiang,', 'china']	"wu
(wuu)"	['mandarin', 'japanese', '']	['30,', 'female', '']	12.0	academic	['']	0.0	30.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2424	wu2	male	['shanghai,', 'china']	"wu
(wuu)"	['mandarin', '']	['23,', 'male', '']	5.0	academic	['usa']	5.0	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2511	wu3	female	['shanghai,', 'china']	"wu
(wuu)"	['mandarin', 'spanish', '']	['19,', 'female', '']	7.0	academic	['usa']	4.0	19.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2702	wu4	female	['jiangsu,', 'china']	"wu
(wuu)"	['mandarin', '']	['28,', 'female', '']	7.0	academic	['usa']	1.0	28.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2713	wu5	male	['jiangsu,', 'china']	"wu
(wuu)"	['mandarin', '']	['20,', 'male', '']	8.0	academic	['usa']	1.0	20.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2727	wu6	male	['zhejiang,', 'china']	"wu
(wuu)"	['mandarin', '']	['21,', 'male', '']	10.0	academic	['usa']	0.3	21.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=208	xiang1	female	['taipei,', 'taiwan']	"xiang
(hsn)"	['mandarin', 'japanese', 'cantonese', '']	['50,', 'female', '']	14.0	academic	['usa']	30.0	50.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1417	xiang2	male	['hunan,', 'china']	"xiang
(hsn)"	['mandarin', '']	['30,', 'male', '']	12.0	academic	['usa']	4.5	30.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1522	xiang3	male	['hunan,', 'china']	"xiang
(hsn)"	['mandarin', 'russian', '']	['36,', 'male', '']	13.0	academic	['']	0.0	36.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2163	xiang4	female	['hunan,', 'china']	"xiang
(hsn)"	['mandarin', 'japanese', '']	['23,', 'female', '']	10.0	academic	['usa']	1.0	23.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2707	xiang5	male	['hunan,', 'china']	"xiang
(hsn)"	['mandarin', 'japanese', '']	['25,', 'male', '']	9.0	academic	['usa']	1.0	25.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2709	xiang6	female	['hunan,', 'china']	"xiang
(hsn)"	['mandarin', '']	['28,', 'female', '']	6.0	academic	['usa']	2.0	28.0	chinese
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=61	english1	male	['pennsylvania,', 'usa']	"english
(eng)"	['mandarin', '']	['42,', 'male', '']	0.0	naturalistic	['usa']	41.0	42.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=77	english2	female	['birmingham,', 'uk']	"english
(eng)"	['german', 'mandarin', '']	['30,', 'female', '']	0.0	naturalistic	['uk']	30.0	30.0	uk
